"Edit Shipping Address","Editar la dirección de envío"
"Edit Billing Address","Cambia la Dirección de Facturación"
"Edit Payment Method","Cambia el Método de Pago"
"Billing address associated with this payment method:","Dirección de Facturación asociada a este método de pago:"
"This transaction was cancelled. Please try again.","La transacción ha sido cancelada, puede intentarlo nuevamente."
"This transaction was declined. Please try again using a different payment method.","La transacción se ha rechazado, intenta utilizar otro método de pago."
"or continue with Standard Checkout","o continúa con el Checkout Standard"
"click here to display the categories","haz clic aquí para mostrar las categorías"
"No Simulation","Sin simulación"
"Authorization soft decline","Rechazo parcial de la autorización"
"Authorization hard decline","Rechazo total de la autorización"
"Authorization timed out","Tiempo de espera de la autorización superado"
"Capture declined","Captura rechazada"
"Capture pending","Captura pendiente"
"Refund declined","Reembolso rechazado"
"Synchronous","Sincrónico"
"Asynchronous","Asincrónico"
"Synchronous if Possible","Sincrónico si es posible"
"Gold","Dorado"
"Light Gray","Gris claro"
"Dark Gray","Gris oscuro"
"Small","Pequeño"
"Medium","Mediano"
"Large","Grande"
"Extra Large","Extragrande"
"Login with Amazon / Amazon Pay","Login con Amazon / Amazon Pay"
"Login / Pay","Login / Pagar"
"Amazon Pay Logo","Logotipo de Amazon Pay"
"Charge when order is shipped","Cobrar cuando se envía el pedido"
"Charge when order is placed","Cobrar cuando se realiza el pedido"
"Euro Region","Eurozona"
"United Kingdom","Reino Unido"
"United States","Estados Unidos"
"Japan","Japón"
"Data Polling via Cron Job","Sondeo de datos mediante trabajo de Cron"
"Instant Payment Notifications","Notificaciones de pago inmediato"
"Amazon Pay","Amazon Pay"
"General","General"
"Credentials","Credenciales"
"Merchant Id","Identificador de vendedor"
"Access Key Id","ID de clave de acceso"
"Secret Access Key","Clave de acceso secreta"
"Client Id","Identificador del cliente"
"Client Secret","Secreto del cliente"
"Credentials JSON","JSON de credenciales"
"Payment Region","Región de pago"
"Sandbox","Sandbox"
"Allowed Javascript Origins","Orígenes JavaScript permitidos"
"Allowed Return URLs","URL retorno permitidas"
"Options","Opciones"
"Amazon Pay","Activar Amazon Pay"
"Enable Login with Amazon","Activar Login con Amazon"
"Payment","Pago"
"Authorization Mode","Modo de autorización"
"Update Mechanism","Actualizar mecanismo"
"Amazon Pay button is visible on Product Page","El botón Amazon Pay es visible en la página del producto"
"Advanced","Avanzado"
"Frontend","Página principal"
"Button Display Language","Idioma del botón"
"Controls button and widget language. The default is your shop's locale. Available options can be found <a href=""https://payments.amazon.co.uk/developer/documentation/lpwa/201953980#ENTER_LANGUAGE_PARAMETER"">here</a>.","Idioma del botón de controles y el widget. El valor predeterminado es el idioma de tu sitio web. Encontrarás las opciones disponibles <a href=""https://payments.amazon.co.uk/developer/documentation/lpwa/201953980#ENTER_LANGUAGE_PARAMETER"">aquí</a>."
"Button Color","Color del botón"
"Button Size","Tamaño del botón"
"Sales Options","Opciones de ventas"
"New Order Status","Estado de nuevo pedido"
"Sales Exclusions","Exclusiones de ventas"
"Is Packing Stations Terms Validation Enabled","¿Está activada la validación de los términos de las estaciones de embalaje?"
"Packing Stations Terms","Términos de las estaciones de embalaje"
"A comma-separated list of case-insensitive terms which will be used to check whether a Customer Address is a locker or packing station.","Una lista separada por comas de términos con distinción de mayúsculas que se usará para comprobar si la dirección de un cliente es una taquilla o estación de embalaje."
"Excluded Categories","Categorías excluidas"
"The ""Amazon Pay"" button will not be available for products of the selected categories.","El botón Amazon Pay no estará disponible para los productos de ciertas categorías."
"Developer Options","Opciones de desarrollador"
"Logging","Registros"
"Allowed IPs","IP admitidas"
"Comma separated. The ""Login with Amazon"" and ""Amazon Pay"" buttons will <em>only</em> be rendered for clients having the above IPs.
                            If the field is empty, the buttons will be visible to all clients.","Separado por comas. Los botones Login con Amazon y Amazon Pay se mostrarán <em>sólo</em> a los clientes que utilicen las IP anteriores.
                            Si el campo está vacío, los botones serán visibles para todos los clientes."
"Module version","Versión del módulo"
"--","--"
"Amazon Pay button in minicart","Botón de Amazon Pay en la minicesta"
"The base currency set for your store isn't supported. For more information, see Amazon Pay for Magento 2.","No se admite la divisa base establecida para tu tienda. Para obtener más información, consulta Amazon Pay para Magento 2."
"The base currency set for your store isn't supported. For more information, see Amazon Pay for Magento 2.","Vas a registrar o a conectarte a una cuenta de EE. UU. basada en la divisa de visualización del ámbito de tu tienda. Para obtener más información, consulta Amazon Pay para Magento 2 ."
"Start account connection/registration","Iniciar la conexión/el registro de la cuenta"
"My account is ready, I need to connect it to Magento","Mi cuenta está lista, sólo tengo que vincularla a Magento."
"or","o bien"
"I've already set up Amazon Pay with Magento and I want to edit my configuration.","Ya he configurado Amazon Pay con Magento y quiero editar la configuración."
"Back to account connection/registration","Volver a la conexión/registro de la cuenta"
"Updating your configuration with new keys...","Actualizando tu configuración con claves nuevas... Espera, por favor."
"For easy setup and automatic transfer of your keys and IDs from your Amazon Pay merchant account to Magento, turn on Use Secure URLs in Admin under General > Web > Base URLs (secure).","Para activar la configuración automática utilizando el intercambio seguro de claves de Amazon, accede a la página de administración de seguridad en General > Web > Utilizar URL seguras en Admin."
"Pega las credenciales de JSON aquí"
"Save Credentials","Guardar credenciales"
"Valid JSON credentials are required.","Son necesarias credenciales de JSON válidas."
"Action unavailable","Acción no disponible"
"An error occurred while matching your Amazon account with your store account. ","Se ha producido un error al vincular tu cuenta de Amazon con tu cuenta de tienda. "
"A shop account for this email address already exists. Please enter your shop accounts password to log in without leaving the shop.","Ya existe una cuenta de tienda para esta dirección de correo. Introduce la contraseña de tu cuenta de tienda para iniciar sesión sin salir de la tienda."
"Login with Amazon","Login con Amazon"
"With Amazon Pay and Amazon Sign-in, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop.","Con Amazon Pay y Inicia sesión con Amazon podrás utilizar la información de envío y pago almacenada en tu cuenta de Amazon para realizar pedidos en la página web."
"Securely login into our website using your existing Amazon details.","Inicia sesión con seguridad en tu sitio web utilizando tus credenciales de Amazon."
"Welcome back!","¡Hola de nuevo!"
"Continue as Guest","Continuar como invitado"
"the email address for your Amazon account is invalid","La dirección de correo electrónico de tu cuenta de Amazon no es válida."
"* Required Fields","* Campos obligatorios"
"Password","Contraseña"
"Ok","Aceptar"
"Forgot Your Password?","¿Has olvidado la contraseña?"
"The Private Key you've entered isn't valid. Make sure it includes the Private Key's header and footer, then try again.","La clave privada que has introducido no es válida. Asegúrate de que incluye el encabezado y el pie de página de la clave privada e inténtalo de nuevo."
"Login with Amazon available in authentication popup","Login con Amazon disponible en la ventana emergente de iniciar sesión"
"You will be redirected shortly...","En breve serás redirigido a una nueva página..."
"If you are not redirected automatically, try refreshing the page, or return to your cart and use another payment method.","Si no fueses redirigido automáticamente, intenta refrescar la página o vuelve al carro de compra y utiliza otro medio de pago."
"Amazon authorize invalid state : %1 with reason %2","Estado inesperado de la autorización de Amazon Pay. Estado: %1; Código de motivo: %2"
"Amazon capture declined : %1","Amazon Pay ha rechazado la captura. Código de motivo: %1"
"Amazon capture invalid state : %1 with reason %2","Estado inesperado de la captura de Amazon Pay. Estado: %1; Código de motivo: %2"
"Amazon refund invalid state : %1 with reason %2","Estado inesperado del reembolso de Amazon Pay. Estado: %1; Código de motivo: %2"
"The store doesn't support the country that was entered. To review allowed countries, go to General > General > Allow Countries list. Enter a supported country and try again. ","La tienda no admite el país que se ha introducido. Para consultar los países admitidos, ve a General > General > Allow Countries list (Lista de países admitidos). Introduce un país admitido e inténtalo de nuevo. "
"Unfortunately it is not possible to use Amazon Pay for this order, please choose another payment method.","Lo sentimos, no es posible utilizar Amazon Pay para este pedido. Elige otro método de pago."
"There has been a problem with the selected payment method on your Amazon account. Please choose another one.","Lo sentimos, se ha producido un problema con el método de pago seleccionado en tu cuenta de Amazon. Elige otro método de pago."
"The currency selected is not supported by Amazon Pay","Amazon Pay no admite la divisa seleccionada en este sitio web."
"Captured amount of %1 online","Importe capturado por Internet de %1."
"Declined amount of %1 online","Se ha rechazado el importe capturado por Internet de %1."
"Capture declined","Captura rechazada"
"Capture declined for Order <a href=""%2"">#%1</a>","Captura rechazada para el pedido <a href=""%2"">#%1</a>"
"Capture pending approval from the payment gateway","La captura está pendiente de autorización por parte de la plataforma de pago. Vuelve a comprobarlo más tarde."
"Could not find the ""multiline_count"" config of the ""street"" Customer address attribute.","No se ha podido encontrar la configuración ""multiline_count"" del atributo ""street"" de la dirección del cliente."
"Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account.","¿Eres cliente de Amazon? Ahora puedes pagar utilizando la dirección y los datos de pago almacenados en tu cuenta de Amazon."
"Simulate Payment Scenarios","Simular casos de pago"
"Amazon could not process your request.","Amazon Pay no ha podido procesar tu solicitud. Vuelve a intentarlo."
"Please select a payment method.","Selecciona un método de pago."
"Your session has expired, please reload the page and try again.","Tu sesión ha caducado. Actualiza la página e inténtalo de nuevo."
"Return to standard checkout","Vuelva a su checkout estándar"
"Amazon Pay was unable to authenticate the payment instrument.  Please try again, or use a different payment method.","Se ha producido un problema con el pago. Tu pedido no se ha confirmado y no se te ha cargado ningún importe."
"The SCA challenge was not completed successfully.  Please try again, or use a different payment method.","Se ha producido un error con tu método de pago. Para confirmar tu pedido, prueba con otro método de pago."
"Your transaction with Amazon Pay is currently being validated. Please be aware that we will inform you shortly as needed.","Tu transaccion con Amazon Pay se esta verificando. Te informaremos tan pronto como sea posible."
"In order to reset your password, please <a href=""%1"">Sign Out</a> and click on “Forgot Your Password?” from the Sign In page","Para restablecer tu contraseña, <a href=""%1"">cierra la sesión</a> y pulsa “¿Has olvidado tu contraseña?” en la pagina de acceso."
"The selected payment method is not available for this transaction. Please select another one or add a new payment method to the wallet widget.","El método de pago seleccionado no está disponible para esta transacción. Por favor, seleccione otro o introducza uno nuevo en el recuadro Metodo de pago."
"No payment instrument has been selected for this order, please try to refresh the page or add a new payment instrument in the wallet widget.","No ha sido seleccionado un método de pago para este pedido. Por favor, refresque la página o introduzca uno nuevo en el recuadro Metodo de pago."
"The order failed due to a technical error, please select another payment method or contact our support.","El pedido no ha sido procesado debido a un error técnico. Por favor, seleccione otro método de pago o contacte nuestro servicio de soporte al cliente."
"Payment declined for your order #%incrementId","Pago rechazado para el pedido #%incrementId"
"Valued customer","Estimado cliente"
"Unfortunately Amazon Pay declined the payment for your order in our online shop %storeName, please try placing the order again with another payment method.","Desafortunadamente Amazon Pay ha rechazado el pago de tu compra en nuestra tienda online %storeName, por favor intente realizar la compra de nuevo con otro metodo de pago."
"Kind regards","Un cordial saludo"
"Alexa Delivery Notifications","Notificaciones de entrega de Alexa"
"Note: If you enable Alexa Delivery Notifications, Amazon Pay will send notifications to the customer’s Alexa device when the order is out for delivery and when it’s delivered. For more information, see <a href=""https://amazonpaylegacyintegrationguide.s3.amazonaws.com/docs/amazon-pay-onetime/delivery-notifications.html"" target=""_blank"">Setting up delivery notifications</a>, and <a href=""https://eps-eu-external-file-share.s3.eu-central-1.amazonaws.com/Alexa/Delivery+Notifications/amazon-pay-delivery-tracker-supported-carriers-v2.csv"" target=""_blank"">supported carriers</a>.","Nota: Si habilitas las notificaciones de entrega de Alexa, Amazon Pay enviará notificaciones al dispositivo Alexa del cliente cuando el pedido esté en reparto, así como cuando esté entregado. Para obtener más información, consulta <a href=""https://amazonpaylegacyintegrationguide.s3.amazonaws.com/docs/amazon-pay-onetime/delivery-notifications.html"" target=""_blank"">Configurar notificaciones de entrega</a> y <a href=""https://eps-eu-external-file-share.s3.eu-central-1.amazonaws.com/Alexa/Delivery+Notifications/amazon-pay-delivery-tracker-supported-carriers-v2.csv"" target=""_blank"">transportistas compatibles</a>."
"Enabled","Activado"
"Disabled","Desactivado"
"Private Key","Clave privada"
"Upload options","Opciones de carga"
"Upload .pem file","Archivo .pem de carga"
"Copy & Paste","Copiar y pegar"
"Resetting the Amazon Pay configuration. After the page reloaded, click Start configuration/registration.","La clave privada que has introducido no es válida. Asegúrate de copiar también el encabezado y el pie de página de la clave privada y de que contiene 24 caracteres, e inténtalo de nuevo."
"The Public Key ID you've entered isn't valid. Make sure it holds 24 characters and try again.","El Public Key ID que has introducido no es válido. Asegúrate de que contiene 24 caracteres e inténtalo de nuevo."
"Sometimes referred to as ""Client ID"" in Seller Central.","A veces se denomina ""identificador del cliente"" en Seller Central."
"The Merchant ID you've entered isn't valid. Make sure it contains 13 to 14 characters, then try again.","El identificador de vendedor que has introducido no es válido. Asegúrate de que contiene de 13 a 14 caracteres e inténtalo de nuevo."
"-- Choose region --","-- Elige la región --"
"To enable instant payment notifications (IPN), go to Seller Central, click Settings > Integration Settings > Edit, and then paste the above URL in the Merchant URL field, and click Save.","Para activar las notificaciones inmediatas de pago (IPN), dirígete a Seller Central, haz clic en Configuración > Configuración de integración > Editar y, a continuación, pega la URL que aparece arriba en el campo URL del vendedor y haz clic en Guardar."
"Multi-currency Functionality","Funcionalidad multidivisa"
"Amazon Sign-in","Inicia sesión con Amazon"
"Note: If you've disabled both Amazon Sign-in and Magento Guest Checkout, your customers will only be able to use Amazon Pay after they signed in with a Magento account.","Nota: Si has desactivado ambos, Inicio de sesión de Amazon y Paso por caja como invitado de Magento, tus clientes solo podrán usar Amazon Pay si han iniciado sesión con una cuenta de Magento."
"Immediate","Immediata"
"Automatic","Automatica"
"Shipping Restrictions","Restricciones de envío"
"Amazon Pay button on product page","Botón de Amazon Pay en la página del producto"
"Amazon Pay in final checkout step","Amazon Pay en el último paso antes de completar la compra"
"Note: When enabled, Amazon Pay will appear in the list of available payment methods at the final checkout step.","Nota: Cuando esté activado, Amazon Pay aparecerá en la lista de métodos de pago disponibles en el último paso antes de completar la compra."
"Sort Order","Orden"
"Store Name","Nombre de la tienda"
"Restrict Product Categories","Categorías de productos restringidas"
"Restrict Post Office Boxes","Restringir apartados de correos"
"Note: When enabled, post office box addresses in US, CA, UK, FR, DE, ES, PT, IT, AU aren't accepted.","Nota: Cuando esté activado, no se aceptarán direcciones de apartados de correos de EE. UU., Canadá, Reino Unido, Francia, Alemania, España, Portugal, Italia y Australia."
"Restrict Packstations","Restringir Packstation"
"Note: Packstations are only available in Germany. When enabled, Packstation addresses aren't accepted.","Nota: Packstation solo está disponible en Alemania. Cuando esté activado, no se aceptarán direcciones de Packstation."
"<strong>Only change this value if required. Improper modifications can break the integration. After your customer chose their payment method and delivery address, they will be redirected to this URL. Don't enter a leading slash.","Solo debes cambiar este valor si es necesario. Las modificaciones inadecuadas pueden interrumpir la integración. Una vez que el cliente haya elegido el método de pago y la dirección de entrega, se le redirigirá a esta URL. No incluyas una barra diagonal al principio."
"Checkout Result URL Path","Ruta de la URL de resultado al completar la compra"
"<strong>Only change this value if required. Improper modifications can break the integration. After the order is complete, your  customer will be redirected to this URL. Don't enter a leading slash.","<strong>Solo debes cambiar este valor si es necesario. Las modificaciones inadecuadas pueden interrumpir la integración. Cuando se haya completado el pedido, se redirigirá al cliente a esta URL. No incluyas una barra diagonal al principio."
"Enter IPs seperated by commas. Note: The Amazon Pay button will only be visible to clients with corresponding IP addresses.",""Las direcciones IP deben introducirse separadas por comas.
Nota: El botón de Amazon Pay solo podrán verlo los clientes con las direcciones IP correspondientes.""
"Developer Logs","Registros de desarrollador"
"Alexa Log","Registro de Alexa"
"IPN Log","Registro de IPN"
"Client Log","Registro de cliente"
"No logs available","No hay registros disponibles"
"Something went wrong. Choose another payment method for checkout and try again.","Se ha producido un error. Elige otro método de pago para completar la compra e inténtalo de nuevo."
"Failed to complete the Amazon Pay checkout","No se ha podido completar el pago con Amazon Pay"
"Charge declined for order #%1","Captura del pedido n.º %1 rechazada"
"If you experience consistent errors during key transfer, click Amazon Pay for Magento 2 for detailed instructions.","Si experimentas errores continuos durante el proceso de transferencia de claves, haz clic en Amazon Pay para Magento 2 para obtener instrucciones detalladas."
"Failed to enable Amazon Pay","No se ha podido activar Amazon Pay"
"The refund through Amazon Pay was successful.","El reembolso a través de Amazon Pay se ha realizado correctamente."
"Captured amount of %1.","Importe capturado de %1."
"Authorized amount of %1.","Importe autorizado de %1."
"Amazon Pay has received shipping information for carrier %1 with tracking number %2.","Amazon Pay ha recibido información de envío del transportista %1 con el número de seguimiento %2."
"<div class=""amazon-pay-logo""></div><div class=""amazon-payment-byline""><strong>Amazon Pay for Magento</strong>Enable a familiar, fast checkout for hundreds of millions of active Amazon customers globally.</div>","<div class=""amazon-pay-logo""></div><div class=""amazon-payment-byline""><strong>Amazon Pay para Magento</strong>Habilita un paso por caja rápido y familiar para cientos de millones de clientes activos de Amazon en todo el mundo.</div>"
"An unsupported currency is currently selected. Please review our configuration guide.","La valuta base impostata per il tuo negozio non è supportata. Per maggiori informazioni, consulta Amazon Pay for Magento 2"
"Reset configuration","Restablecer configuración"
"Resetting the Amazon Pay configuration. After the page reloaded, click Start configuration/registration.","Restableciendo la configuración de Amazon Pay. Cuando se haya recargado la página, haz clic en Iniciar configuración/registro."
"Only change this value if required. Improper modifications can break the integration. After the order is complete, your customer will be redirected to this URL. Don't enter a leading slash.","Solo debes cambiar este valor si es necesario. Las modificaciones inadecuadas pueden interrumpir la integración. Cuando se haya completado el pedido, se redirigirá al cliente a esta URL. No incluyas una barra diagonal al principio."
"Refund declined for order #%1","Reembolso del pedido n.º %1 rechazado"
"Note: Amazon Pay only supports multi-currency functionality for the payment regions United Kingdom and Euro region. Supported currencies: AUD, GBP, DKK, EUR, HKD, JPY, NZD, NOK, ZAR, SEK, CHF, USD.","Nota: Amazon Pay solo admite la funcionalidad multidivisas en las regiones de pago del Reino Unido y la Eurozona. Divisas admitidas: AUD, GBP, DKK, EUR, HKD, JPY, NZD, NOK, ZAR, SEK, CHF, USD."
"You'll be connecting/registering a %1 account based on your display currency of your store scope. For more information, see Amazon Pay for Magento 2.","Vas a registrar o a conectarte a una cuenta de %1. basada en la divisa de visualización del ámbito de tu tienda. Para obtener más información, consulta Amazon Pay para Magento 2"
"Amazon Checkout cancel URL Path","Ruta de URL de cancelación de pago de Amazon Pay (solo regiones de Reino Unido/UE)"
"<strong>Amazon Pay Checkout could potentially break if this value is modified. Do it only if it is needed by your website.</strong><br />Amazon Pay will redirect to this URL if the customer clicks ""Cancel Amazon Pay checkout and return to [merchant site]"" from the Amazon-hosted page. Do not use a leading slash. Leave blank to return the customer to the last page visited before checkout (EU/UK regions only).","<strong>Las modificaciones inadecuadas pueden interrumpir la integración. Solo debes cambiar este valor si es necesario.</strong><br />Se dirigirá a tus clientes a esta URL cuando hagan clic en “Cancelar pago de Amazon Pay y volver a [nombre del vendedor]” durante el proceso de pago. De forma predeterminada, tus clientes volverán a la página previa al pago."
"Amazon Sign In cancel URL Path","Ruta de URL de cancelación de inicio de sesión de Amazon (solo regiones de Reino Unido/UE)"
"<strong>Amazon Pay Sign In could potentially break if this value is modified. Do it only if it is needed by your website.</strong><br />Amazon Pay will redirect to this URL if the customer clicks ""Cancel"" from the Amazon-hosted page. Do not use a leading slash. Leave blank to return the customer to the last page visited before sign in (EU/UK regions only).","<strong>Las modificaciones inadecuadas pueden interrumpir la integración. Solo debes cambiar este valor si es necesario.</strong><br />Se redirigirá a tus clientes a esta URL cuando hagan clic en “Cancelar” en la página de Iniciar sesión con Amazon. No incluyas una barra diagonal al principio. De forma predeterminada, los clientes volverán a la página anterior."
"Amazon Pay will not be functional until the legacy keys associated with your configuration are updated. Click the button below to upgrade your credentials.","Amazon Pay no funcionará hasta que se actualicen las claves heredadas asociadas con su configuración. Haga clic en el botón de abajo para actualizar sus credenciales."
"Upgrade your legacy Amazon Pay credentials","Actualice sus credenciales heredadas de Amazon Pay"
"Updating your config with new keys, please wait...","Actualizando su configuración con claves nuevas, por favor espere..."
"This feature is still in beta stage. For instructions on how to activate it, contact your account manager or <a target=""_blank"" href=""https://sellercentral.amazon.com/cu/contact-us"">Amazon Pay merchant support</a>.","Ésta función aún se encuentra en fase beta. Para obtener instrucciones sobre cómo activarla, ponte en contacto con el administrador de tu cuenta o con el <a target=""_blank"" href=""https://sellercentral.amazon.com/cu/contact-us"">servicio de asistencia para vendedores de Amazon Pay</a>."
